id_loan,id_direct_loantaker,name_direct_loantaker,id_ultimate_parent,name_ultimate_parent,loan_size_outstanding,loan_size_outstanding_currency,loan_size_credit_limit,loan_size_credit_limit_currency,sector_classification_system,sector_classification_input_type,sector_classification_direct_loantaker,fi_type,flag_project_finance_loan,name_intermediate_parent,name_project,lei_direct_loantaker,isin_direct_loantaker
L179,C179,Volvo Truck And Bus,UP179,South-East Automobile,402873,EUR,"2073708,3",EUR,NACE,Code,291,Loan,No,,,,
L180,C180,Weichai Power Co Ltd,UP180,Avtozaz,255321,EUR,"1926506,1",EUR,NACE,Code,291,Loan,No,,,,
L181,C181,Wheego,UP181,Bogdan,343481,EUR,"2014457,1",EUR,NACE,Code,291,Loan,No,,,,
L182,C182,Wm Motor,UP182,Jilin Tongtian,346265,EUR,"2017234,5",EUR,NACE,Code,291,Loan,No,,,,
L183,C183,Wuling,UP183,Shenyang Polarsun,316569,EUR,"1987608,9",EUR,NACE,Code,291,Loan,No,,,,
L184,C184,Xiamen Automotive Industry Corporation,UP184,Master,355545,EUR,"2026492,5",EUR,NACE,Code,291,Loan,No,,,,
L185,C185,"Xiamen State-Owned Assets Investment Co., Ltd",UP185,Intrall Polska,351833,EUR,"2022789,3",EUR,NACE,Code,291,Loan,No,,,,
L186,C186,Xiaopeng,UP186,Modiran,354617,EUR,"2025566,7",EUR,NACE,Code,291,Loan,No,,,,
L187,C187,Yangzhou Yaxing,UP187,Vinfast,328633,EUR,"1999644,3",EUR,NACE,Code,291,Loan,No,,,,
L188,C188,Youngman Lotus,UP188,Zil,369465,EUR,"2040379,5",EUR,NACE,Code,291,Loan,No,,,,
L189,C189,Youxia,UP189,Gac Changfeng,363897,EUR,"2034824,7",EUR,NACE,Code,291,Loan,No,,,,
L190,C190,Yto Group,UP190,Hawtai,356473,EUR,"2027418,3",EUR,NACE,Code,291,Loan,No,,,,
L191,C191,Yudo Auto,UP191,Youngman Lotus,360185,EUR,"2031121,5",EUR,NACE,Code,291,Loan,No,,,,
L192,C192,Yulon,UP192,Jiangsu Joylong,370393,EUR,"2041305,3",EUR,NACE,Code,291,Loan,No,,,,
L193,C193,Zamyad,UP193,Dongfeng Honda,368537,EUR,"2039453,7",EUR,NACE,Code,291,Loan,No,,,,
L194,C194,Zastava,UP194,Tianjin Meiya,362969,EUR,"2033898,9",EUR,NACE,Code,291,Loan,No,,,,
L195,C195,Zhengzhou Yutong Bus Co Ltd,UP195,Ch Auto,389881,EUR,"2060747,1",EUR,NACE,Code,291,Loan,No,,,,
L196,C196,Zhongxing,UP196,Sinotruk,375033,EUR,"2045934,3",EUR,NACE,Code,291,Loan,No,,,,
L197,C197,Zil,UP197,Tofas,402873,EUR,"2073708,3",EUR,NACE,Code,291,Loan,No,,,,
L198,C198,Ziyang Nanjun,UP198,Chtc Auto,373177,EUR,"2044082,7",EUR,NACE,Code,291,Loan,No,,,,
L199,C199,Zoox,UP199,"Xiamen State-Owned Assets Investment Co., Ltd",393593,EUR,"2064450,3",EUR,NACE,Code,291,Loan,No,,,,
L200,C200,Zotye Auto,UP200,Mitsubishi Fuso,377817,EUR,"2048711,7",EUR,NACE,Code,291,Loan,No,,,,
L201,C201,Inner Mongolia Linxi Town Yiwande Industry,UP201,Hachinohe Cement,188505,EUR,"1859848,5",EUR,NACE,Code,2351,Loan,No,,,,
L202,C202,Henan Yanshi Cement Plant,UP202,Spenner Zement Gmbh,374105,EUR,"2045008,5",EUR,NACE,Code,2351,Loan,No,,,,
L203,C203,Mai Son Cement,UP203,Sonatrach,406585,EUR,"2077411,5",EUR,NACE,Code,2351,Loan,No,,,,
L204,C204,Sichuan Wangcang Jinqi Cement Industrial,UP204,Wanyuan Baisha Cement Group,383385,EUR,"2054266,5",EUR,NACE,Code,2351,Loan,No,,,,
L205,C205,Sri Lanka Cement Corporation,UP205,Unknown Chinese,201497,EUR,"1872809,7",EUR,NACE,Code,2351,Loan,No,,,,
L206,C206,Cimentos Forte,UP206,Kehua Group,381529,EUR,"2052414,9",EUR,NACE,Code,2351,Loan,No,,,,
L207,C207,American Cement,UP207,Wietersdorfer & Peggauer,216345,EUR,"1887622,5",EUR,NACE,Code,2351,Loan,No,,,,
L208,C208,Jiyuan Taihang Cement,UP208,Sardar Cement,395449,EUR,"2066301,9",EUR,NACE,Code,2351,Loan,No,,,,
L209,C209,Shangfeng Cement Group,UP209,Momtazan Kerman Cement Company,212633,EUR,"1883919,3",EUR,NACE,Code,2351,Loan,No,,,,
L210,C210,Harbin Quanxing Cement,UP210,Cimento Nassau,384313,EUR,"2055192,3",EUR,NACE,Code,2351,Loan,No,,,,
L211,C211,Hebei Quzhai Cement Group,UP211,Cemex Nicaragua,268313,EUR,"1939467,3",EUR,NACE,Code,2351,Loan,No,,,,
L212,C212,Zhejiang Shengwei Group,UP212,Huainan Mining Industry Group,398233,EUR,"2069079,3",EUR,NACE,Code,2351,Loan,No,,,,
L213,C213,Hubei Jinglan Group,UP213,Industriya-Plus,237689,EUR,"1908915,9",EUR,NACE,Code,2351,Loan,No,,,,
L214,C214,State-Owned Samgwong Cement,UP214,Sunnsy Group,386169,EUR,"2057043,9",EUR,NACE,Code,2351,Loan,No,,,,
L215,C215,Boral Cement,UP215,Cemento Sur,193145,EUR,"1864477,5",EUR,NACE,Code,2351,Loan,No,,,,
L216,C216,Quang Tri Cement,UP216,Mombassa Cement,403801,EUR,"2074634,1",EUR,NACE,Code,2351,Loan,No,,,,
L217,C217,Cenves,UP217,Hume Cement,243257,EUR,"1914470,7",EUR,NACE,Code,2351,Loan,No,,,,
L218,C218,Sabah,UP218,Henan Xinshiji Xinfeng Cement,387097,EUR,"2057969,7",EUR,NACE,Code,2351,Loan,No,,,,
L219,C219,Ghadir Investment Company,UP219,Tiger Head Cement,397305,EUR,"2068153,5",EUR,NACE,Code,2351,Loan,No,,,,
L220,C220,Schretter & Cie Gmbh & Co Kg,UP220,Anhui Feida Cement,298937,EUR,"1970018,7",EUR,NACE,Code,2351,Loan,No,,,,
L221,C221,Zibo Duoshan Cement,UP221,Beiliu Huwei Cement,345337,EUR,"2016308,7",EUR,NACE,Code,2351,Loan,No,,,,
L222,C222,Araratcement,UP222,Sa Tudela VeguÃ­n,403801,EUR,"2074634,1",EUR,NACE,Code,2351,Loan,No,,,,
L223,C223,Yunnan Cement,UP223,Achinsky Glinoziemskij Kombinat,265529,EUR,"1936689,9",EUR,NACE,Code,2351,Loan,No,,,,
L224,C224,Shanxi Aluminium Manufacturer Jinshui Cement,UP224,Cockburn Cement,246969,EUR,"1918173,9",EUR,NACE,Code,2351,Loan,No,,,,
L225,C225,Morgan Cement,UP225,Wanrong Cement,388025,EUR,"2058895,5",EUR,NACE,Code,2351,Loan,No,,,,
L226,C226,Injil Cement,UP226,Sichuan Hongyun Building Materials,202425,EUR,"1873735,5",EUR,NACE,Code,2351,Loan,No,,,,
L227,C227,Holcim HÃ¼ttenzement,UP227,Heilungkiang Huanan Xinglong Cement,398233,EUR,"2069079,3",EUR,NACE,Code,2351,Loan,No,,,,
L228,C228,Shanxi Ankung Jianhuan Group Cement,UP228,Shandong Qiyin Cement Group,256249,EUR,"1927431,9",EUR,NACE,Code,2351,Loan,No,,,,
L229,C229,Sibelco Nordic,UP229,Chongyang Huiâ€™An Cement,388953,EUR,"2059821,3",EUR,NACE,Code,2351,Loan,No,,,,
L230,C230,Petroquimica Comodoro,UP230,Pingshan Jinsha Cement,206137,EUR,"1877438,7",EUR,NACE,Code,2351,Loan,No,,,,
L231,C231,Wuhai Huanghe Industrial And Trading Group,UP231,Scitus Cement China Holdings,401017,EUR,"2071856,7",EUR,NACE,Code,2351,Loan,No,,,,
L232,C232,Limak Holding,UP232,Cementos San Juan,259961,EUR,"1931135,1",EUR,NACE,Code,2351,Loan,No,,,,
L233,C233,Titan Florida,UP233,Sanca Sa Nouvelle Cimenterie Amboanio,392665,EUR,"2063524,5",EUR,NACE,Code,2351,Loan,No,,,,
L234,C234,Oryol Stroy Tech,UP234,Hunan Shimen Qiangsheng Cement,207993,EUR,"1879290,3",EUR,NACE,Code,2351,Loan,No,,,,
L235,C235,Yunnan Shiping Yilong Cement,UP235,Crh - Formerly Lafarge Zement Gmbh,404729,EUR,"2075559,9",EUR,NACE,Code,2351,Loan,No,,,,
L236,C236,Pashiyskiy Metallurgical,UP236,Huaihua Jindadi Cement,272025,EUR,"1943170,5",EUR,NACE,Code,2351,Loan,No,,,,
L237,C237,Lafargeholcim / 49% Souakri,UP237,Zigong Fushun Tongsi Cement,397305,EUR,"2068153,5",EUR,NACE,Code,2351,Loan,No,,,,
L238,C238,Yantai Haiyang Cement,UP238,Bua Group,210777,EUR,"1882067,7",EUR,NACE,Code,2351,Loan,No,,,,
L239,C239,Sanshui Beijiang Industrial,UP239,Azar-Abedagan Khoy,412153,EUR,"2082966,3",EUR,NACE,Code,2351,Loan,No,,,,
L240,C240,Dragon Cement,UP240,Jiaozuo Qianye Cement,281305,EUR,"1952428,5",EUR,NACE,Code,2351,Loan,No,,,,
L241,C241,Hitachi Cement,UP241,Qujing Cement,400089,EUR,"2070930,9",EUR,NACE,Code,2351,Loan,No,,,,
L242,C242,Cleco Power Llc,UP242,Samruk-Energy Jsc,211705,EUR,"1882993,5",EUR,NACE,Code,241,Loan,No,,,,
L243,C243,Jaiprakash Associates Ltd,UP243,"Appalachian Mining & Reclamation, Llc",323065,EUR,"1994089,5",EUR,NACE,Code,241,Loan,No,,,,
L244,C244,State Power Investment Corp Ltd,UP244,Uk Coal Mining Limited,284089,EUR,"1955205,9",EUR,NACE,Code,241,Loan,No,,,,
L245,C245,Guangdong Yudean Group Co Ltd,UP245,Cinda International Holdings Limited,401945,EUR,"2072782,5",EUR,NACE,Code,241,Loan,No,,,,
L246,C246,Grupo Acerero Del Norte,UP246,Ktc Group Holdings Pte Ltd,213561,EUR,"1884845,1",EUR,NACE,Code,241,Loan,No,,,,
L247,C247,Gmr Infrastructure Ltd,UP247,"Energy Group, A.S.",331417,EUR,"2002421,7",EUR,NACE,Code,241,Loan,No,,,,
L248,C248,Alpha Natural Resources Inc,UP248,Messina Investments Ltd,293369,EUR,"1964463,9",EUR,NACE,Code,241,Loan,No,,,,
L249,C249,Murray Energy Corp,UP249,Cinda International Hgb Investment (Uk) Ltd,405657,EUR,"2076485,7",EUR,NACE,Code,241,Loan,No,,,,
L250,C250,Korea Resources Corp,UP250,Unidad Aries S.A.C.,222841,EUR,"1894103,1",EUR,NACE,Code,241,Loan,No,,,,
L251,C251,Solid Energy New Zealand Ltd,UP251,Turkiye Taskomuru Kurumu,336057,EUR,"2007050,7",EUR,NACE,Code,241,Loan,No,,,,
L252,C252,Tata Group,UP252,Stanmore Coal Ltd,297081,EUR,"1968167,1",EUR,NACE,Code,241,Loan,No,,,,
L253,C253,Tata Sons Ltd,UP253,Karma Madencilik Insaat Sanayi Ve Tic. A.S.,407513,EUR,"2078337,3",EUR,NACE,Code,241,Loan,No,,,,
L254,C254,Tri-State Generation & Transmission Association Inc,UP254,Mountaintop Coal Mining Inc,229337,EUR,"1900583,7",EUR,NACE,Code,241,Loan,No,,,,
L255,C255,Karnataka Power Corp Ltd,UP255,"Guizhou Puxin Energy Co., Ltd.",412153,EUR,"2082966,3",EUR,NACE,Code,241,Loan,No,,,,
L256,C256,Pacific Gas & Electric Co,UP256,Russian Coal,394521,EUR,"2065376,1",EUR,NACE,Code,241,Loan,No,,,,
L257,C257,China Shenhua Energy Co Ltd,UP257,Cecil T Brinager,362041,EUR,"2032973,1",EUR,NACE,Code,241,Loan,No,,,,
L258,C258,Beijing Energy Holding Co Ltd,UP258,Stanwell Corporation Ltd,408441,EUR,"2079263,1",EUR,NACE,Code,241,Loan,No,,,,
L259,C259,Rohit Ferro-Tech Ltd,UP259,Edy Sugianto,396377,EUR,"2067227,7",EUR,NACE,Code,241,Loan,No,,,,
L260,C260,Abterra Ltd,UP260,Undisclosed Company,366681,EUR,"2037602,1",EUR,NACE,Code,241,Loan,No,,,,
L261,C261,Coronado Coal Llc,UP261,Rpg Enterprises,409369,EUR,"2080188,9",EUR,NACE,Code,241,Loan,No,,,,
L262,C262,Gunvor Group Ltd,UP262,Gmm Larco Sa,279449,EUR,"1950576,9",EUR,NACE,Code,241,Loan,No,,,,
L263,C263,Drummond Co Inc,UP263,James C Justice Ii,401945,EUR,"2072782,5",EUR,NACE,Code,241,Loan,No,,,,
L264,C264,Energyaustralia Finance Pty Ltd,UP264,Pt Dian Swastatika Sentosa Tbk,183865,EUR,"1855219,5",EUR,NACE,Code,241,Loan,No,,,,
L265,C265,Cloud Peak Energy Resources Llc,UP265,Arj Construction Company Inc,410297,EUR,"2081114,7",EUR,NACE,Code,241,Loan,No,,,,
L266,C266,Globe Specialty Metals Inc,UP266,Gecamines Sarl,288729,EUR,"1959834,9",EUR,NACE,Code,241,Loan,No,,,,
L267,C267,Kompania Weglowa Sa,UP267,D&H Mining Inc,300000,EUR,300000,EUR,NACE,Code,241,Loan,No,,,,
L268,C268,Hebi Coal & Electricity Co Ltd,UP268,Bee Handshoe,300001,EUR,300001,EUR,NACE,Code,241,Loan,No,,,,
L269,C269,Holding Slovenske Elektrarne Doo,UP269,Job Land & Mineral Inc,300002,EUR,300002,EUR,NACE,Code,241,Loan,No,,,,
L270,C270,Electric Power Development Co Ltd,UP270,E O J Inc,300003,EUR,300003,EUR,NACE,Code,241,Loan,No,,,,
L271,C271,Global Mining Holding Co Llc,UP271,Christopher Cline,300004,EUR,300004,EUR,NACE,Code,241,Loan,No,,,,
L272,C272,Maamba Collieries Ltd,UP272,Nce Australia Pty Ltd.,300005,EUR,300005,EUR,NACE,Code,241,Loan,No,,,,
L273,C273,Pge Gornictwo I Energetyka Konwencjonalna Sa,UP273,Virginia Conservation Legacy Fund,300006,EUR,300006,EUR,NACE,Code,241,Loan,No,,,,
L274,C274,Societatea Complexul Energetic Oltenia Sa,UP274,Laojun Tang Zheng Coal Coal Limited,300007,EUR,300007,EUR,NACE,Code,241,Loan,No,,,,
L275,C275,Shenhua Ningxia Coal Industry Group Co Ltd,UP275,Rag Aktiengesellschaft,300008,EUR,300008,EUR,NACE,Code,241,Loan,No,,,,
L276,C276,Madalena Energy Inc,UP276,Cercl Mining Bv,300009,EUR,300009,EUR,NACE,Code,610,Loan,No,,,,
L277,C277,Krisenergy Ltd,UP277,Gastar Exploration Inc,300010,EUR,300010,EUR,NACE,Code,610,Loan,No,,,,
L278,C278,Jerusalem Oil Exploration,UP278,Petro Rio Sa,300011,EUR,300011,EUR,NACE,Code,610,Loan,No,,,,
L279,C279,Naphtha Israel Petroleum Corp Ltd,UP279,Storm Resources Ltd,300012,EUR,300012,EUR,NACE,Code,610,Loan,No,,,,
L280,C280,Panoro Energy Asa,UP280,Japan Petroleum Exploration Co Ltd,300013,EUR,300013,EUR,NACE,Code,610,Loan,No,,,,
L281,C281,Sunshine Oilsands Ltd,UP281,Korea Gas Corp,300014,EUR,300014,EUR,NACE,Code,610,Loan,No,,,,
L282,C282,Etablissements Maurel Et Prom,UP282,Centrica Plc,300015,EUR,300015,EUR,NACE,Code,610,Loan,No,,,,
L283,C283,Brightoil Petroleum Holdings Ltd,UP283,Odebrecht Oleo E Gas Sa,300016,EUR,300016,EUR,NACE,Code,610,Loan,No,,,,
L284,C284,Seoul City Gas Co Ltd,UP284,Stadtwerke Muenchen Gmbh,300017,EUR,300017,EUR,NACE,Code,610,Loan,No,,,,
L285,C285,Serica Energy Plc,UP285,Federation Of Malaysia,300018,EUR,300018,EUR,NACE,Code,610,Loan,No,,,,
L286,C286,Sherritt International Corp,UP286,Soco International Plc,300019,EUR,300019,EUR,NACE,Code,610,Loan,No,,,,
L287,C287,Africa Oil Corp,UP287,Carrizo Oil & Gas Inc,300020,EUR,300020,EUR,NACE,Code,610,Loan,No,,,,
L288,C288,Pertamina Persero Pt,UP288,Pioneer Natural Resources Co,300021,EUR,300021,EUR,NACE,Code,610,Loan,No,,,,
L289,C289,Jxtg Holdings Inc,UP289,Gulfport Energy Corp,300022,EUR,300022,EUR,NACE,Code,610,Loan,No,,,,
L290,C290,Enquest Plc,UP290,Sk Holdings Co Ltd,300023,EUR,300023,EUR,NACE,Code,610,Loan,No,,,,
L291,C291,Oasis Petroleum Inc,UP291,Medanito Sa,300024,EUR,300024,EUR,NACE,Code,610,Loan,No,,,,
L292,C292,Contango Oil & Gas Co,UP292,Jersey Oil & Gas Plc,300025,EUR,300025,EUR,NACE,Code,610,Loan,No,,,,
L293,C293,Givot Olam Oil Exploration Lp,UP293,New World Resources Plc,300026,EUR,300026,EUR,NACE,Code,610,Loan,No,,,,
L294,C294,Kinder Morgan Inc/De,UP294,Wpx Energy Inc,300027,EUR,300027,EUR,NACE,Code,610,Loan,No,,,,
L295,C295,Dialog Group Bhd,UP295,Fosun Holdings Ltd,300028,EUR,300028,EUR,NACE,Code,610,Loan,No,,,,
L296,C296,Essar Energy Ltd,UP296,Gail India Ltd,300029,EUR,300029,EUR,NACE,Code,610,Loan,No,,,,
L297,C297,Nalcor Energy,UP297,Hibiscus Petroleum Bhd,300030,EUR,300030,EUR,NACE,Code,610,Loan,No,,,,
L298,C298,International Finance Corp,UP298,Genel Energy Plc,300031,EUR,300031,EUR,NACE,Code,610,Loan,No,,,,
L299,C299,Banco Btg Pactual Sa,UP299,Ophir Energy Plc,300032,EUR,300032,EUR,NACE,Code,610,Loan,No,,,,
L300,C300,Ecopetrol Sa,UP300,Sanchez Energy Corp,300033,EUR,300033,EUR,NACE,Code,610,Loan,No,,,,
L301,C301,Corridor Resources Inc,UP301,Noe Landes-Beteiligungsholding Gmbh,300034,EUR,300034,EUR,NACE,Code,610,Loan,No,,,,
L302,C302,People'S Republic Of China,UP302,Cias Asociadas Petroleras Sa,300035,EUR,300035,EUR,NACE,Code,610,Loan,No,,,,
L303,C303,Ebn Bv,UP303,Roch Sa,300036,EUR,300036,EUR,NACE,Code,610,Loan,No,,,,
L304,C304,Republic Of Chile,UP304,Gs Energy Corp,300037,EUR,300037,EUR,NACE,Code,610,Loan,No,,,,
L305,C305,Rosneft Oil Co Pjsc,UP305,Diamondback Energy Inc,300038,EUR,300038,EUR,NACE,Code,610,Loan,No,,,,
L306,C306,Tap Oil Ltd,UP306,Sapura Energy Bhd,300039,EUR,300039,EUR,NACE,Code,610,Loan,No,,,,
L307,C307,Geo-Jade Petroleum Corp,UP307,Vanguard Natural Resources Inc,300040,EUR,300040,EUR,NACE,Code,610,Loan,No,,,,
L308,C308,Samsung Engineering Co Ltd,UP308,Suelopetrol,300041,EUR,300041,EUR,NACE,Code,610,Loan,No,,,,
L309,C309,Arc Resources Ltd,UP309,Bengal Energy Ltd,300042,EUR,300042,EUR,NACE,Code,610,Loan,No,,,,
L310,C310,Enerplus Corp,UP310,Petrol Dd Ljubljana,300043,EUR,300043,EUR,NACE,Code,610,Loan,No,,,,
L311,C311,Trg Holding As,UP311,Scomi Energy Services Bhd,300044,EUR,300044,EUR,NACE,Code,610,Loan,No,,,,
L312,C312,Russian Federation,UP312,Socialist Republic Of Vietnam,300045,EUR,300045,EUR,NACE,Code,610,Loan,No,,,,
L313,C313,Glencore Plc,UP313,State Of Qatar,300046,EUR,300046,EUR,NACE,Code,610,Loan,No,,,,
L314,C314,Toyota Motor Corporation,UP314,Toyota Motor Corp,300047,EUR,300047,EUR,NACE,Code,2910,Loan,No,,,,
L315,C315,Toyota Motor Corporation,UP315,Toyota Motor Corp,300048,EUR,300048,EUR,NACE,Code,2910,Loan,No,,,,
L316,C316,Airasia X Bhd,UP316,Airasia X Bhd,300049,EUR,300049,EUR,NACE,Code,5110,Loan,No,,,,
L317,C317,Airbaltic,UP317,Airbaltic,300050,EUR,300050,EUR,NACE,Code,5110,Loan,No,,,,
L318,C318,Airblue,UP318,Airblue,300051,EUR,300051,EUR,NACE,Code,5110,Loan,No,,,,
L319,C319,Airborne Of Sweden,UP319,Airborne Of Sweden,300052,EUR,300052,EUR,NACE,Code,5110,Loan,No,,,,
L320,C320,Airbus Transport International,UP320,Airbus Transport International,300053,EUR,300053,EUR,NACE,Code,3030,Loan,No,,,,
