id_loan,id_direct_loantaker,name_direct_loantaker,id_ultimate_parent,name_ultimate_parent,loan_size_outstanding,loan_size_outstanding_currency,loan_size_credit_limit,loan_size_credit_limit_currency,sector_classification_system,sector_classification_input_type,sector_classification_direct_loantaker,fi_type,flag_project_finance_loan,name_intermediate_parent,name_project,lei_direct_loantaker,isin_direct_loantaker
L166,C196,Suzuki Motor Corp,UP206,Perodua,339769,EUR,20107539,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L167,C197,Tagaz/Doninvest,UP212,Pininfarina-Bollore,295225,EUR,19663155,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L168,C199,Tarpan,UP95,Faw Toyota,336985,EUR,20079765,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L169,C201,Tata Group,UP227,Saic Gm Dongyue,324921,EUR,19959411,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L170,C203,Tesla Inc,UP23,Aston Martin,341625,EUR,20126055,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L171,C204,Tianjin Meiya,UP290,Vab Sipox,303577,EUR,19746477,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L172,C206,Tofas,UP171,Leeco,344409,EUR,20153829,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L173,C207,Toyota Motor Corp,UP233,Sanjiang Renault,333273,EUR,20042733,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L174,C211,Tvr,UP53,Chehejia,342553,EUR,20135313,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L175,C212,Uaz,UP303,Wuling,312857,EUR,19839057,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L176,C213,Vab Sipox,UP119,Hebei Yujie Vehicle Corporation,349049,EUR,20200119,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L177,C214,Vinfast,UP191,Naza Motor,270169,EUR,19413189,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L178,C215,Volkswagen Ag,UP144,Jianghuai-Vw,340697,EUR,20116797,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L179,C216,Volvo Truck And Bus,UP258,South-East Automobile,402873,EUR,20737083,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L180,C217,Weichai Power Co Ltd,UP25,Avtozaz,255321,EUR,19265061,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L181,C218,Wheego,UP36,Bogdan,343481,EUR,20144571,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L182,C219,Wm Motor,UP149,Jilin Tongtian,346265,EUR,20172345,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L183,C221,Wuling,UP245,Shenyang Polarsun,316569,EUR,19876089,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L184,C222,Xiamen Automotive Industry Corporation,UP176,Master,355545,EUR,20264925,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L185,C223,"Xiamen State-Owned Assets Investment Co., Ltd",UP136,Intrall Polska,351833,EUR,20227893,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L186,C224,Xiaopeng,UP182,Modiran,354617,EUR,20255667,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L187,C225,Yangzhou Yaxing,UP294,Vinfast,328633,EUR,19996443,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L188,C277,Youngman Lotus,UP317,Zil,369465,EUR,20403795,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L189,C279,Youxia,UP102,Gac Changfeng,363897,EUR,20348247,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L190,C288,Yto Group,UP118,Hawtai,356473,EUR,20274183,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L191,C300,Yudo Auto,UP307,Youngman Lotus,360185,EUR,20311215,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L192,C306,Yulon,UP146,Jiangsu Joylong,370393,EUR,20413053,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L193,C310,Zamyad,UP80,Dongfeng Honda,368537,EUR,20394537,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L194,C311,Zastava,UP274,Tianjin Meiya,362969,EUR,20338989,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L195,C313,Zhengzhou Yutong Bus Co Ltd,UP52,Ch Auto,389881,EUR,20607471,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L196,C314,Zhongxing,UP250,Sinotruk,375033,EUR,20459343,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L197,C316,Zil,UP276,Tofas,402873,EUR,20737083,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L198,C317,Ziyang Nanjun,UP58,Chtc Auto,373177,EUR,20440827,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L199,C318,Zoox,UP304,"Xiamen State-Owned Assets Investment Co., Ltd",393593,EUR,20644503,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L200,C319,Zotye Auto,UP181,Mitsubishi Fuso,377817,EUR,20487117,EUR,NACE,Code,291,Loan,No,NA,NA,NA,NA
L201,C104,Inner Mongolia Linxi Town Yiwande Industry,UP117,Hachinohe Cement,188505,EUR,18598485,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L202,C98,Henan Yanshi Cement Plant,UP260,Spenner Zement Gmbh,374105,EUR,20450085,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L203,C119,Mai Son Cement,UP255,Sonatrach,406585,EUR,20774115,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L204,C183,Sichuan Wangcang Jinqi Cement Industrial,UP299,Wanyuan Baisha Cement Group,383385,EUR,20542665,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L205,C189,Sri Lanka Cement Corporation,UP289,Unknown Chinese,201497,EUR,18728097,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L206,C18,Cimentos Forte,UP159,Kehua Group,381529,EUR,20524149,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L207,C9,American Cement,UP301,Wietersdorfer & Peggauer,216345,EUR,18876225,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L208,C108,Jiyuan Taihang Cement,UP236,Sardar Cement,395449,EUR,20663019,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L209,C172,Shangfeng Cement Group,UP184,Momtazan Kerman Cement Company,212633,EUR,18839193,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L210,C95,Harbin Quanxing Cement,UP60,Cimento Nassau,384313,EUR,20551923,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L211,C96,Hebei Quzhai Cement Group,UP49,Cemex Nicaragua,268313,EUR,19394673,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L212,C312,Zhejiang Shengwei Group,UP127,Huainan Mining Industry Group,398233,EUR,20690793,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L213,C102,Hubei Jinglan Group,UP133,Industriya-Plus,237689,EUR,19089159,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L214,C190,State-Owned Samgwong Cement,UP270,Sunnsy Group,386169,EUR,20570439,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L215,C14,Boral Cement,UP47,Cemento Sur,193145,EUR,18644775,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L216,C157,Quang Tri Cement,UP183,Mombassa Cement,403801,EUR,20746341,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L217,C16,Cenves,UP129,Hume Cement,243257,EUR,19144707,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L218,C162,Sabah,UP122,Henan Xinshiji Xinfeng Cement,387097,EUR,20579697,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L219,C36,Ghadir Investment Company,UP275,Tiger Head Cement,397305,EUR,20681535,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L220,C165,Schretter & Cie Gmbh & Co Kg,UP18,Anhui Feida Cement,298937,EUR,19700187,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L221,C315,Zibo Duoshan Cement,UP28,Beiliu Huwei Cement,345337,EUR,20163087,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L222,C10,Araratcement,UP226,Sa Tudela Veguín,403801,EUR,20746341,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L223,C307,Yunnan Cement,UP2,Achinsky Glinoziemskij Kombinat,265529,EUR,19366899,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L224,C174,Shanxi Aluminium Manufacturer Jinshui Cement,UP68,Cockburn Cement,246969,EUR,19181739,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L225,C120,Morgan Cement,UP298,Wanrong Cement,388025,EUR,20588955,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L226,C103,Injil Cement,UP248,Sichuan Hongyun Building Materials,202425,EUR,18737355,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L227,C100,Holcim Hüttenzement,UP120,Heilungkiang Huanan Xinglong Cement,398233,EUR,20690793,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L228,C175,Shanxi Ankung Jianhuan Group Cement,UP243,Shandong Qiyin Cement Group,256249,EUR,19274319,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L229,C181,Sibelco Nordic,UP56,Chongyang Hui’An Cement,388953,EUR,20598213,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L230,C155,Petroquimica Comodoro,UP211,Pingshan Jinsha Cement,206137,EUR,18774387,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L231,C220,Wuhai Huanghe Industrial And Trading Group,UP237,Scitus Cement China Holdings,401017,EUR,20718567,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L232,C116,Limak Holding,UP48,Cementos San Juan,259961,EUR,19311351,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L233,C205,Titan Florida,UP231,Sanca Sa Nouvelle Cimenterie Amboanio,392665,EUR,20635245,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L234,C149,Oryol Stroy Tech,UP130,Hunan Shimen Qiangsheng Cement,207993,EUR,18792903,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L235,C308,Yunnan Shiping Yilong Cement,UP70,Crh - Formerly Lafarge Zement Gmbh,404729,EUR,20755599,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L236,C152,Pashiyskiy Metallurgical,UP126,Huaihua Jindadi Cement,272025,EUR,19431705,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L237,C115,Lafargeholcim / 49% Souakri,UP316,Zigong Fushun Tongsi Cement,397305,EUR,20681535,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L238,C226,Yantai Haiyang Cement,UP39,Bua Group,210777,EUR,18820677,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L239,C164,Sanshui Beijiang Industrial,UP26,Azar-Abedagan Khoy,412153,EUR,20829663,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L240,C25,Dragon Cement,UP148,Jiaozuo Qianye Cement,281305,EUR,19524285,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L241,C99,Hitachi Cement,UP217,Qujing Cement,400089,EUR,20709309,EUR,NACE,Code,2351,Loan,No,NA,NA,NA,NA
L242,C19,Cleco Power Llc,UP229,Samruk-Energy Jsc,211705,EUR,18829935,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L243,C106,Jaiprakash Associates Ltd,UP19,"Appalachian Mining & Reclamation, Llc",323065,EUR,19940895,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L244,C191,State Power Investment Corp Ltd,UP283,Uk Coal Mining Limited,284089,EUR,19552059,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L245,C43,Guangdong Yudean Group Co Ltd,UP62,Cinda International Holdings Limited,401945,EUR,20727825,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L246,C42,Grupo Acerero Del Norte,UP164,Ktc Group Holdings Pte Ltd,213561,EUR,18848451,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L247,C41,Gmr Infrastructure Ltd,UP92,"Energy Group, A.S.",331417,EUR,20024217,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L248,C8,Alpha Natural Resources Inc,UP180,Messina Investments Ltd,293369,EUR,19644639,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L249,C121,Murray Energy Corp,UP61,Cinda International Hgb Investment (Uk) Ltd,405657,EUR,20764857,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L250,C113,Korea Resources Corp,UP286,Unidad Aries S.A.C.,222841,EUR,18941031,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L251,C187,Solid Energy New Zealand Ltd,UP282,Turkiye Taskomuru Kurumu,336057,EUR,20070507,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L252,C200,Tata Group,UP264,Stanmore Coal Ltd,297081,EUR,19681671,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L253,C202,Tata Sons Ltd,UP154,Karma Madencilik Insaat Sanayi Ve Tic. A.S.,407513,EUR,20783373,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L254,C210,Tri-State Generation & Transmission Association Inc,UP186,Mountaintop Coal Mining Inc,229337,EUR,19005837,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L255,C110,Karnataka Power Corp Ltd,UP113,"Guizhou Puxin Energy Co., Ltd.",412153,EUR,20829663,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L256,C150,Pacific Gas & Electric Co,UP225,Russian Coal,394521,EUR,20653761,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L257,C17,China Shenhua Energy Co Ltd,UP46,Cecil T Brinager,362041,EUR,20329731,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L258,C13,Beijing Energy Holding Co Ltd,UP265,Stanwell Corporation Ltd,408441,EUR,20792631,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L259,C159,Rohit Ferro-Tech Ltd,UP87,Edy Sugianto,396377,EUR,20672277,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L260,C1,Abterra Ltd,UP285,Undisclosed Company,366681,EUR,20376021,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L261,C22,Coronado Coal Llc,UP223,Rpg Enterprises,409369,EUR,20801889,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L262,C44,Gunvor Group Ltd,UP110,Gmm Larco Sa,279449,EUR,19505769,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L263,C26,Drummond Co Inc,UP139,James C Justice Ii,401945,EUR,20727825,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L264,C30,Energyaustralia Finance Pty Ltd,UP215,Pt Dian Swastatika Sentosa Tbk,183865,EUR,18552195,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L265,C20,Cloud Peak Energy Resources Llc,UP20,Arj Construction Company Inc,410297,EUR,20811147,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L266,C40,Globe Specialty Metals Inc,UP106,Gecamines Sarl,288729,EUR,19598349,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L267,C112,Kompania Weglowa Sa,UP71,D&H Mining Inc,300000,EUR,300000,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L268,C97,Hebi Coal & Electricity Co Ltd,UP27,Bee Handshoe,300001,EUR,300001,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L269,C101,Holding Slovenske Elektrarne Doo,UP150,Job Land & Mineral Inc,300002,EUR,300002,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L270,C29,Electric Power Development Co Ltd,UP82,E O J Inc,300003,EUR,300003,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L271,C39,Global Mining Holding Co Llc,UP57,Christopher Cline,300004,EUR,300004,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L272,C117,Maamba Collieries Ltd,UP192,Nce Australia Pty Ltd.,300005,EUR,300005,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L273,C156,Pge Gornictwo I Energetyka Konwencjonalna Sa,UP295,Virginia Conservation Legacy Fund,300006,EUR,300006,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L274,C186,Societatea Complexul Energetic Oltenia Sa,UP170,Laojun Tang Zheng Coal Coal Limited,300007,EUR,300007,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L275,C177,Shenhua Ningxia Coal Industry Group Co Ltd,UP218,Rag Aktiengesellschaft,300008,EUR,300008,EUR,NACE,Code,241,Loan,No,NA,NA,NA,NA
L276,C118,Madalena Energy Inc,UP51,Cercl Mining Bv,300009,EUR,300009,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L277,C114,Krisenergy Ltd,UP105,Gastar Exploration Inc,300010,EUR,300010,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L278,C107,Jerusalem Oil Exploration,UP207,Petro Rio Sa,300011,EUR,300011,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L279,C147,Naphtha Israel Petroleum Corp Ltd,UP267,Storm Resources Ltd,300012,EUR,300012,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L280,C151,Panoro Energy Asa,UP140,Japan Petroleum Exploration Co Ltd,300013,EUR,300013,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L281,C194,Sunshine Oilsands Ltd,UP161,Korea Gas Corp,300014,EUR,300014,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L282,C34,Etablissements Maurel Et Prom,UP50,Centrica Plc,300015,EUR,300015,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L283,C15,Brightoil Petroleum Holdings Ltd,UP198,Odebrecht Oleo E Gas Sa,300016,EUR,300016,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L284,C166,Seoul City Gas Co Ltd,UP262,Stadtwerke Muenchen Gmbh,300017,EUR,300017,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L285,C167,Serica Energy Plc,UP96,Federation Of Malaysia,300018,EUR,300018,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L286,C179,Sherritt International Corp,UP254,Soco International Plc,300019,EUR,300019,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L287,C2,Africa Oil Corp,UP41,Carrizo Oil & Gas Inc,300020,EUR,300020,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L288,C154,Pertamina Persero Pt,UP213,Pioneer Natural Resources Co,300021,EUR,300021,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L289,C109,Jxtg Holdings Inc,UP115,Gulfport Energy Corp,300022,EUR,300022,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L290,C32,Enquest Plc,UP251,Sk Holdings Co Ltd,300023,EUR,300023,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L291,C148,Oasis Petroleum Inc,UP178,Medanito Sa,300024,EUR,300024,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L292,C21,Contango Oil & Gas Co,UP142,Jersey Oil & Gas Plc,300025,EUR,300025,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L293,C37,Givot Olam Oil Exploration Lp,UP193,New World Resources Plc,300026,EUR,300026,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L294,C111,Kinder Morgan Inc/De,UP302,Wpx Energy Inc,300027,EUR,300027,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L295,C24,Dialog Group Bhd,UP99,Fosun Holdings Ltd,300028,EUR,300028,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L296,C33,Essar Energy Ltd,UP103,Gail India Ltd,300029,EUR,300029,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L297,C125,Nalcor Energy,UP123,Hibiscus Petroleum Bhd,300030,EUR,300030,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L298,C105,International Finance Corp,UP107,Genel Energy Plc,300031,EUR,300031,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L299,C12,Banco Btg Pactual Sa,UP200,Ophir Energy Plc,300032,EUR,300032,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L300,C28,Ecopetrol Sa,UP232,Sanchez Energy Corp,300033,EUR,300033,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L301,C23,Corridor Resources Inc,UP194,Noe Landes-Beteiligungsholding Gmbh,300034,EUR,300034,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L302,C153,People'S Republic Of China,UP59,Cias Asociadas Petroleras Sa,300035,EUR,300035,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L303,C27,Ebn Bv,UP220,Roch Sa,300036,EUR,300036,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L304,C158,Republic Of Chile,UP112,Gs Energy Corp,300037,EUR,300037,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L305,C160,Rosneft Oil Co Pjsc,UP77,Diamondback Energy Inc,300038,EUR,300038,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L306,C198,Tap Oil Ltd,UP235,Sapura Energy Bhd,300039,EUR,300039,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L307,C35,Geo-Jade Petroleum Corp,UP292,Vanguard Natural Resources Inc,300040,EUR,300040,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L308,C163,Samsung Engineering Co Ltd,UP268,Suelopetrol,300041,EUR,300041,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L309,C11,Arc Resources Ltd,UP29,Bengal Energy Ltd,300042,EUR,300042,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L310,C31,Enerplus Corp,UP208,Petrol Dd Ljubljana,300043,EUR,300043,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L311,C209,Trg Holding As,UP238,Scomi Energy Services Bhd,300044,EUR,300044,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L312,C161,Russian Federation,UP253,Socialist Republic Of Vietnam,300045,EUR,300045,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L313,C38,Glencore Plc,UP266,State Of Qatar,300046,EUR,300046,EUR,NACE,Code,610,Loan,No,NA,NA,NA,NA
L314,C208,Toyota Motor Corporation,UP279,Toyota Motor Corp,300047,EUR,300047,EUR,NACE,Code,2910,Loan,No,NA,NA,NA,NA
L315,C208,Toyota Motor Corporation,UP279,Toyota Motor Corp,300048,EUR,300048,EUR,NACE,Code,2910,Loan,No,NA,NA,NA,NA
L316,C3,Airasia X Bhd,UP7,Airasia X Bhd,300049,EUR,300049,EUR,NACE,Code,5110,Loan,No,NA,NA,NA,NA
L317,C4,Airbaltic,UP8,Airbaltic,300050,EUR,300050,EUR,NACE,Code,5110,Loan,No,NA,NA,NA,NA
L318,C5,Airblue,UP9,Airblue,300051,EUR,300051,EUR,NACE,Code,5110,Loan,No,NA,NA,NA,NA
L319,C6,Airborne Of Sweden,UP10,Airborne Of Sweden,300052,EUR,300052,EUR,NACE,Code,5110,Loan,No,NA,NA,NA,NA
L320,C7,Airbus Transport International,UP11,Airbus Transport International,300053,EUR,300053,EUR,NACE,Code,3030,Loan,No,NA,NA,NA,NA
